trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
42270	9028	2	1	4	1	1	1	1	2	2013	9	27	5	17	25	0	1	1	8173	2.088333333	0.638611111	0.265277778	0.516666667	0	0.133333333	1	0.680833333	3.9	1.73	0	0.519788
54035	11570	3	3	4	2	2	3	0	2	2014	3	6	4	19.75	14	1	0	2	4012	1.136666667	0.341388889	0.259722222	0	0.304166667	0	0	0.282777778	0	0.73	0	0.243615
13740	2912	1	8	1	3	2	1	1	1	2012	9	11	2	0.4	33	0	1	1	916	0.210277778	0.0775	0.051666667	0	0.057222222	0	0	0.057222222	1.5	0.14	0	0.092233
76372	16523	0	4	4	3	1	1	1	3	2015	1	5	1	15.33333333	35	1	1	1	874	0.320833333	0.141944444	0.179722222	0	0.082777778	0	0	0.096666667	1.5	0.26	0	0.33046
13678	2902	0	0	3	3	6	5	0	1	2012	9	11	2	10	92	1	0	0	3571	0.883333333	0.288055556	0.205277778	0	0.265277778	0	0	0.240833333	0	0.7	0	0.177624
52822	11299	3	1	4	5	1	5	0	2	2014	2	11	2	9.333333333	9	1	0	1	2544	0.86	0.250555556	0.1625	0	0.2975	0.12	1	0.2025	0	0.73	0	0.249657
64671	13910	1	3	1	5	1	1	1	3	2014	8	1	5	11.5	56	1	1	2	515	0.131666667	0.040277778	0.099166667	0	0.0375	0	0	0.041388889	1.5	0.1	0	0.114094
13087	2783	0	0	3	1	2	5	0	1	2012	9	5	3	12.75	30	0	1	1	17433	4.120555556	1.390277778	0.133888889	0.45	0	0.1	1	0.899444444	0	2.79	0	0.587091
45097	9635	1	3	4	3	1	1	1	2	2013	10	30	3	19	31	0	1	2	5776	1.355555556	0.444722222	0.086111111	0	0.440555556	0	0	0.227777778	1.5	0.85	0	0.280488
33019	7111	0	0	3	1	6	1	1	2	2013	6	12	3	8.5	28	1	1	0	8369	2.025277778	0.6875	0.2175	0.316666667	0	0.1	1	0.740833333	4.4	1.61	10.5	0.668916
72294	15666	4	2	4	2	2	5	0	3	2014	11	10	1	15.33333333	7	0	0	1	2173	0.5775	0.168888889	0.275277778	0	0.166666667	0	0	0.131111111	0	0.35	0	0.146186
36453	7783	2	0	4	1	1	1	1	2	2013	7	18	4	8	27	0	1	2	4898	1.267222222	0.395555556	0.154722222	0	0.53	0	0	0.448333333	1.5	1.17	0	0.447336
11141	2352	2	1	4	5	1	5	0	1	2012	8	10	5	17	62	1	1	1	6076	1.483333333	0.494444444	0.146666667	0.033333333	0.4	0.116666667	1	0.370833333	0	1.05	0	0.292884
63926	13735	1	0	3	1	2	1	1	3	2014	7	22	2	8.333333333	29	1	1	1	4933	1.201666667	0.429722222	0.303888889	0.2	0	0	0	0.231111111	2.9	0.66	0	0.432692
52284	11194	1	1	4	3	1	1	1	2	2014	2	6	4	20.91666667	77	0	1	1	790	0.215	0.051944444	0.153055556	0	0.016666667	0	0	0.058333333	1.5	0.19	0	0.0380952
38283	8176	0	1	1	5	6	1	1	2	2013	8	8	4	10	33	1	0	0	175	0.135833333	0.040555556	0.108888889	0	0.026388889	0	0	0.056388889	1.5	0.13	0	0.103448
39216	8391	1	3	1	3	6	1	1	2	2013	8	20	2	12.86666667	21	0	0	0	478	0.143611111	0.059722222	0.130833333	0.016666667	0	0	0	0.054444444	1.5	0.13	0	0.107143
73562	15932	0	2	3	3	6	1	1	3	2014	11	25	2	9.75	56	1	0	0	3928	0.899722222	0.305	0.034444444	0	0.434166667	0	0	0.205277778	1.5	0.67	0	0.514208
8373	1729	0	2	4	1	2	1	1	1	2012	7	9	1	8.75	42	1	1	2	1427	0.501944444	0.135277778	0.195555556	0	0.1	0	0	0.104444444	1.5	0.29	0	0.0957447
31345	6757	1	0	4	2	2	1	1	2	2013	5	24	5	15.33333333	48	0	1	2	925	0.31	0.110555556	0.185555556	0	0.09	0	0	0.110555556	1.5	0.23	0	0.0904523
13993	2967	0	9	4	5	1	5	0	1	2012	9	15	6	0.916666667	62	1	1	1	3608	0.840277778	0.204722222	0.075555556	0	0.223055556	0	0	0.157777778	0	0.54	0	0.227113
17360	3662	3	1	1	5	1	1	1	1	2012	10	23	2	13	30	1	0	1	293	0.088611111	0.033888889	0.061944444	0	0.030555556	0	0	0.059722222	1.5	0.11	10.5	0.246512
33800	7259	1	1	3	1	6	1	1	2	2013	6	21	5	17.33333333	51	0	0	0	16037	3.923333333	1.1875	0.087222222	0.716666667	0.297222222	0.236111111	2	1.123611111	7.4	2.67	0	0.513226
78880	17089	0	0	1	1	2	1	1	3	2015	2	6	5	8.833333333	56	1	1	1	689	0.154722222	0.039444444	0.1325	0	0.017222222	0	0	0.031944444	1.5	0.09	0	0.026087
44574	9524	0	0	1	3	6	1	1	2	2013	10	23	3	13.5	40	0	1	2	2176	0.525833333	0.168888889	0.070277778	0	0.135	0	0	0.1625	1.5	0.43	0	0.181197
14345	3052	1	0	1	1	1	1	1	1	2012	9	19	3	7	31	1	1	1	1572	0.382777778	0.134444444	0.236111111	0	0.093055556	0	0	0.120833333	1.5	0.32	0	0.128736
25854	5580	0	0	4	3	2	1	1	1	2013	2	17	7	17.5	49	1	1	1	6346	1.576388889	0.570277778	0.055	0.133333333	0.085833333	0.183333333	2	0.490277778	3.9	1.13	0	0.604533
3578	748	2	0	4	2	1	1	0	1	2012	5	18	5	13	18	1	0	2	4772	1.298333333	0.376666667	0.341666667	0	0.363333333	0	0	0.2325	0	0.81	0	0.168459
58596	12571	0	5	1	3	2	5	0	3	2014	5	23	5	14.33333333	68	0	1	2	1165	0.310277778	0.133055556	0.018333333	0	0.101388889	0	0	0.085	0	0.23	0	0.0718954
39434	8436	1	0	4	3	1	1	1	2	2013	8	23	5	8.5	35	1	1	2	6727	1.6125	0.473333333	0.214444444	0.2	0.035833333	0.141388889	1	0.266388889	4.4	1.15	0	0.355579
18869	3997	1	0	3	1	1	1	1	1	2012	11	9	5	7.5	45	1	0	1	17216	4.052222222	1.215555556	0.316388889	0.683333333	0	0	0	0.968888889	4.7	2.82	10.5	0.583142
10092	2103	0	6	3	3	6	1	1	1	2012	7	27	5	20.5	48	1	1	0	5570	1.468055556	0.513611111	0.297222222	0.216666667	0	0	0	0.398055556	1.5	0.96	0	0.441731
22404	4799	0	0	1	3	6	5	0	1	2013	1	7	1	9	77	1	0	0	953	0.241388889	0.073611111	0.086388889	0	0.041666667	0	0	0.107777778	0	0.26	0	0.471649
73817	15988	0	0	3	3	6	1	1	3	2014	11	27	4	21	35	0	0	0	3889	0.924444444	0.307222222	0.168888889	0	0.193611111	0	0	0.208888889	1.5	0.59	0	0.170213
46896	10000	2	0	3	3	1	3	0	2	2013	11	23	6	14	15	0	0	1	1618	0.392222222	0.138611111	0.153611111	0	0.125	0	0	0.135555556	0	0.33	0	0.206967
28092	6087	1	1	4	5	1	5	0	2	2013	4	12	5	13	59	0	1	1	5268	1.313611111	0.413611111	0.138333333	0	0.583333333	0	0	0.401111111	0	1.06	10.5	0.672438
71542	15500	0	8	4	3	6	1	1	3	2014	11	1	6	18.75	27	1	1	0	3323	0.765277778	0.267222222	0.054444444	0	0.216944444	0	0	0.198611111	1.5	0.52	0	0.265734
22024	4718	0	1	1	5	5	1	1	1	2013	1	3	4	15.98333333	29	0	1	1	368	0.109166667	0.0475	0.055833333	0	0.021944444	0	0	0.060833333	1.5	0.17	0	0.305936
17718	3744	0	2	4	3	2	1	1	1	2012	10	27	6	11	45	1	1	2	2804	1.065833333	0.295833333	0.309444444	0	0.301111111	0	0	0.246388889	1.5	0.65	0	0.384442
24121	5204	3	3	4	3	1	5	0	1	2013	1	29	2	19	8	0	0	2	1995	0.525555556	0.144722222	0.235	0	0.098055556	0	0	0.118333333	0	0.39	0	0.387324
71059	15379	1	0	3	3	1	1	1	3	2014	10	25	6	12.5	34	1	0	1	10406	2.332222222	0.730833333	0.293055556	0.333333333	0	0	0	0.591388889	2.8	1.73	10.5	0.494129
13681	2904	0	0	1	2	6	1	1	1	2012	9	11	2	8.666666667	35	1	0	0	651	0.219166667	0.115555556	0.151388889	0	0.042777778	0	0	0.112777778	1.5	0.23	0	0.615764
10108	2107	0	1	4	3	1	1	1	1	2012	7	27	5	14	39	1	1	1	2574	0.698611111	0.213055556	0.281388889	0	0.166666667	0	0	0.208611111	1.5	0.54	0	0.280959
11632	2455	1	2	4	3	1	5	0	1	2012	8	16	4	13.5	10	1	0	2	2993	0.733055556	0.245	0.150277778	0	0.220833333	0	0	0.227222222	0	0.64	0	0.245721
74402	16100	1	0	3	3	1	5	0	3	2014	12	4	4	9.25	70	1	1	2	19193	4.465833333	1.311111111	0.369722222	0.633333333	0	0.116666667	1	1.281944444	0	3.41	10.5	0.702058
4220	866	0	1	3	3	6	5	0	1	2012	5	24	4	13	65	0	1	0	2778	0.691944444	0.274444444	0.230277778	0.083333333	0	0	0	0.235	0	0.5	0	0.392435
5323	1088	1	0	1	3	2	5	0	1	2012	6	7	4	10	65	0	1	1	448	0.112777778	0.050277778	0.0325	0	0.05	0	0	0.039722222	0	0.07	0	0.398601
63265	13593	0	3	1	2	1	1	1	3	2014	7	14	1	17.16666667	44	1	1	1	798	0.243333333	0.095277778	0.133333333	0	0.041944444	0	0	0.081388889	1.5	0.2	0	0.47099
44545	9515	0	1	3	1	6	1	1	2	2013	10	23	3	16	42	0	0	0	14800	3.460277778	1.0225	0.230277778	0.683333333	0	0.133333333	1	1.122222222	6.3	2.58	0	0.684406
20611	4377	1	0	3	2	6	1	1	1	2012	12	3	1	8.25	43	0	0	0	1440	0.426111111	0.170833333	0.075	0	0.155	0	0	0.079722222	1.5	0.28	0	0.0418118
4788	977	2	1	4	4	1	1	1	1	2012	5	30	3	8.5	23	0	1	1	10600	2.495277778	0.751388889	0.378333333	0.4	0	0	0	0.804444444	2.9	2.1	10.5	0.731008
61003	13078	2	0	4	3	1	1	1	3	2014	6	21	6	19.5	32	0	1	1	2828	0.744722222	0.228333333	0.129166667	0	0.265277778	0	0	0.218333333	1.5	0.59	0	0.633588
78878	17088	0	1	3	5	6	1	1	3	2015	2	6	5	8.033333333	26	1	0	0	8572	2.081111111	0.701388889	0.045	0.166666667	0.261944444	0.166666667	1	0.395833333	3.2	1.3	0	0.324211
18612	3936	4	1	1	2	6	5	0	1	2012	11	5	1	15.5	6	0	0	0	530	0.126944444	0.075555556	0.051666667	0	0.013333333	0	0	0.105	0	0.26	0	0.425926
49321	10529	0	0	1	1	6	1	1	2	2013	12	27	5	21.5	29	0	0	0	942	0.235	0.099722222	0.145	0	0.069722222	0	0	0.101944444	1.5	0.25	0	0.337875
66266	14282	1	1	1	3	1	1	1	3	2014	8	24	7	16	48	1	1	1	1565	0.364722222	0.133611111	0.110277778	0.05	0	0	0	0.096111111	1.5	0.28	0	0.182081
53771	11512	2	1	1	1	1	1	1	2	2014	3	1	6	20	27	0	0	1	4129	1.046666667	0.315	0.152777778	0	0.3375	0	0	0.293611111	1.5	0.79	0	0.719016
29000	6277	1	1	3	1	6	1	1	2	2013	4	23	2	17	52	0	0	0	16096	3.446111111	0.973611111	0.265277778	0.333333333	0	0	0	0.989722222	4.7	2.63	10.5	0.649733
77290	16733	1	0	4	3	2	1	1	3	2015	1	17	6	17	55	0	1	1	1377	0.358888889	0.101666667	0.225833333	0	0.096111111	0	0	0.080277778	1.5	0.24	0	0.0553633
68674	14850	0	1	4	1	2	1	1	3	2014	9	28	7	22.5	36	0	1	1	12899	2.998333333	0.971944444	0.070555556	0.516666667	0.416666667	0.1	1	0.558055556	4.3	1.7	0	0.542061
59039	12654	0	3	4	3	2	1	1	3	2014	5	28	3	14.38333333	32	1	1	2	2799	0.795555556	0.286666667	0.083611111	0.15	0.08	0.117222222	1	0.289166667	3.9	0.59	0	0.664745
57923	12428	2	1	3	2	1	3	0	3	2014	5	14	3	15.5	14	0	0	1	3843	0.896666667	0.267222222	0.291666667	0.1	0	0	0	0.208055556	0.75	0.64	0	0.0720961
39633	8489	0	1	4	5	1	1	1	2	2013	8	27	2	9.5	58	1	1	1	4426	1.081388889	0.378055556	0.24	0	0.303333333	0	0	0.218055556	1.5	0.72	0	0.238217
727	179	0	3	4	3	1	1	1	1	2012	4	13	5	22	27	0	1	1	5066	1.166388889	0.360555556	0.025277778	0	0.37	0.143888889	1	0.284722222	3	0.86	0	0.204878
63342	13607	0	0	1	3	6	1	1	3	2014	7	15	2	9	33	1	0	0	566	0.148611111	0.035277778	0.083333333	0	0.030833333	0	0	0.035	1.5	0.1	0	0.119048
6198	1270	0	12	4	3	1	1	1	1	2012	6	16	6	19	53	0	1	1	2463	0.5925	0.184166667	0.099722222	0	0.1375	0	0	0.121944444	1.5	0.36	0	0.125285
44797	9573	1	1	2	3	5	1	1	2	2013	10	26	6	9.016666667	49	0	1	2	975	0.348888889	0.091111111	0.19	0	0.070555556	0	0	0.084444444	1.5	0.34	0	0.0789474
55799	11959	0	1	4	3	2	5	0	3	2014	4	15	2	13	62	1	0	1	9670	2.513611111	0.882222222	0.294166667	0.316666667	0.151666667	0.116666667	1	0.466944444	0	1.69	0	0.244497
63480	13636	1	2	4	3	1	1	1	3	2014	7	17	4	16.85	42	0	1	1	1460	0.4575	0.131388889	0.138888889	0	0.1425	0	0	0.1075	1.5	0.31	0	0.348837
60526	12969	6	1	3	2	1	3	0	3	2014	6	14	6	14	12	1	0	1	4117	1.030833333	0.324444444	0.099444444	0	0.330555556	0	0	0.249722222	0	0.73	0	0.244716
52707	11278	2	1	3	1	6	1	1	2	2014	2	10	1	21.5	28	1	0	0	12850	2.871666667	0.752222222	0.073333333	0	0.906666667	0.148888889	1	0.611388889	3	1.89	0	0.269877
41127	8793	0	5	2	3	2	1	1	2	2013	9	14	6	16.75	30	0	1	2	1663	0.399722222	0.129444444	0.247222222	0	0.056944444	0	0	0.130833333	1.5	0.3	0	0.174098
44558	9518	0	4	1	3	6	5	0	2	2013	10	23	3	18.28333333	65	1	0	0	987	0.222777778	0.070277778	0.082777778	0	0.066666667	0	0	0.119722222	0	0.27	0	0.589327
72050	15608	0	2	1	3	1	5	0	3	2014	11	7	5	13.83333333	77	1	1	2	755	0.188333333	0.063055556	0.079722222	0	0.038333333	0	0	0.055555556	0	0.15	0	0.135
36715	7838	0	0	4	3	1	5	0	2	2013	7	21	7	9	72	0	1	1	1889	0.475833333	0.157777778	0.178888889	0	0.090833333	0	0	0.094444444	0	0.31	0	0.00294118
79895	17329	4	0	4	2	1	3	0	3	2015	2	24	2	8	13	0	0	1	3859	0.863611111	0.295555556	0.056944444	0	0.300277778	0	0	0.213333333	0	0.59	0	0.682292
60718	13016	0	0	3	4	6	1	1	3	2014	6	17	2	15.5	45	1	1	0	13435	3.1525	0.963055556	0.06	0.566666667	0.158888889	0.183333333	2	0.660833333	4.3	1.99	0	0.444725
29293	6337	0	0	2	3	2	5	0	2	2013	4	26	5	14	65	0	1	1	7044	1.665833333	0.600277778	0.168333333	0.216666667	0	0.116666667	1	0.593055556	0	1.2	0	0.725527
68108	14713	1	1	3	5	6	1	1	3	2014	9	19	5	20	32	1	0	0	4311	1.036666667	0.394722222	0.212222222	0.116666667	0	0.066666667	1	0.338055556	2.4	0.81	0	0.620378
57051	12245	0	0	1	3	1	1	1	3	2014	5	4	7	14	32	0	1	1	1869	0.501111111	0.156666667	0.127777778	0	0.131388889	0	0	0.117777778	1.5	0.38	0	0.165094
41583	8895	0	1	1	5	1	1	1	2	2013	9	20	5	8.916666667	43	1	1	1	540	0.167222222	0.061944444	0.1025	0	0.022222222	0	0	0.053611111	1.5	0.14	0	0.580311
3390	702	3	0	3	1	1	1	1	1	2012	5	15	2	7.666666667	54	0	1	1	11261	2.520833333	0.8425	0.097777778	0.366666667	0.233333333	0.2	1	0.663888889	5.1	2.04	0	0.508787
76853	16633	0	3	1	5	1	1	1	3	2015	1	11	7	14.25	33	1	1	1	936	0.244166667	0.095	0.176666667	0	0.084722222	0	0	0.144444444	1.5	0.42	0	0.155769
36215	7730	0	4	3	3	1	5	0	2	2013	7	16	2	11.25	74	1	1	2	1768	0.430277778	0.118611111	0.133611111	0	0.091111111	0	0	0.091111111	0	0.28	0	0.365854
41680	8911	0	0	4	2	1	1	1	2	2013	9	20	5	8	31	1	1	1	3406	0.785277778	0.2325	0.072222222	0	0.208333333	0	0	0.214444444	1.5	0.59	0	0.532383
14961	3174	1	3	1	3	2	1	1	1	2012	9	28	5	18.5	47	1	1	2	1001	0.302777778	0.105833333	0.104444444	0	0.041666667	0	0	0.109166667	1.5	0.28	0	0.150127
1552	326	2	0	4	3	6	1	1	1	2012	4	22	7	10	37	0	1	2	5840	1.369722222	0.45	0.18	0.116666667	0.166666667	0.1	1	0.322777778	3	0.93	0	0.113597
15394	3256	4	3	1	2	1	2	0	1	2012	10	3	3	14.5	16	1	0	1	643	0.199722222	0.073055556	0.120833333	0	0.034722222	0	0	0.041944444	0	0.13	0	0.0794702
28445	6159	1	1	4	3	2	1	1	2	2013	4	15	1	8.5	61	0	1	2	5058	1.205	0.336944444	0.041111111	0	0.283333333	0.183333333	1	0.303333333	3	0.76	0	0.303114
23068	4959	0	3	4	3	1	5	0	1	2013	1	15	2	13	77	1	1	2	2451	0.578055556	0.204166667	0.127777778	0	0.256666667	0	0	0.209722222	0	0.54	0	0.211921
76403	16529	1	1	3	1	1	1	1	3	2015	1	6	2	18	31	1	1	1	17641	4.069166667	1.350555556	0.195277778	0.383333333	0.158888889	0.25	2	1.194166667	8.99	3.19	10.5	0.664108
47578	10142	0	0	1	3	5	1	1	2	2013	11	30	6	8.5	44	1	1	2	1045	0.346111111	0.162777778	0.324166667	0	0	0	0	0.133611111	1.5	0.5	0	0.022869
70016	15149	2	0	1	2	6	5	0	3	2014	10	14	2	8.333333333	10	0	0	0	554	0.210555556	0.066111111	0.09	0	0.106944444	0	0	0.065833333	0	0.16	0	0.151899
57915	12428	0	1	4	2	1	1	1	3	2014	5	14	3	8.25	42	0	1	1	1604	0.461111111	0.153333333	0.132222222	0	0.140277778	0	0	0.144722222	1.5	0.54	0	0.059501
36675	7831	0	1	4	4	2	5	0	2	2013	7	20	6	15	25	1	0	1	10055	2.405555556	0.72	0.423888889	0.216666667	0.116666667	0.2	1	0.445	0	1.56	0	0.593009
50929	10893	0	0	3	3	6	5	0	2	2014	1	17	5	9.75	65	1	0	0	2487	0.5675	0.197222222	0.06	0	0.216666667	0	0	0.155555556	0	0.37	0	0.548214
24247	5226	3	1	1	2	1	3	0	1	2013	1	29	2	16.75	13	0	0	1	783	0.3025	0.107222222	0.195	0	0.060555556	0	0	0.100277778	0	0.25	0	0.301939
76648	16581	0	4	4	3	6	1	1	3	2015	1	9	5	1	29	1	0	0	3488	0.899444444	0.287222222	0.325	0	0.169444444	0.2	1	0.189722222	3	0.59	0	0.174231
74909	16208	0	0	4	4	1	1	1	3	2014	12	9	2	8.5	47	0	1	1	8960	2.18	0.687222222	0.235555556	0.466666667	0	0.083333333	1	0.505	2.5	1.58	0	0.528053
12492	2663	0	2	4	3	5	1	1	1	2012	8	29	3	13	43	1	1	2	2288	0.599722222	0.161388889	0.165833333	0	0.1225	0	0	0.153055556	1.5	0.58	0	0.161525
29785	6431	0	1	1	1	2	1	1	2	2013	5	3	5	17	53	1	1	1	1526	0.350833333	0.118611111	0.24	0	0.055555556	0	0	0.141111111	1.5	0.24	0	0.26378
66016	14235	0	0	4	3	2	1	1	3	2014	8	22	5	10.5	37	1	1	2	2801	0.719166667	0.262222222	0.116666667	0	0.179444444	0	0	0.145	1.5	0.41	0	0.220307
71569	15506	0	1	3	3	6	1	1	3	2014	11	1	6	11	28	0	1	0	1025	0.280833333	0.121944444	0.115277778	0.033333333	0	0	0	0.148611111	1.5	0.32	0	0.282243
1193	268	2	0	3	2	6	4	0	1	2012	4	19	4	7	18	0	0	0	3950	1.089444444	0.376111111	0.179722222	0	0.311111111	0.083333333	1	0.213611111	0	0.68	0	0.191157
59412	12735	0	1	3	4	6	1	1	3	2014	6	2	1	10.5	53	1	1	0	2832	0.7075	0.211388889	0.121944444	0	0.15	0	0	0.181666667	1.5	0.49	0	0.296636
5177	1060	1	5	4	3	1	1	1	1	2012	6	6	3	13.08333333	44	1	1	1	1695	0.396111111	0.136388889	0.14	0.083333333	0	0	0	0.118055556	1.5	0.33	0	0.235294
42938	9169	0	0	3	3	6	1	1	2	2013	10	4	5	13.66666667	23	0	1	0	16678	4.058055556	1.179722222	0.167777778	0.533333333	0.160833333	0.25	2	0.855555556	4.3	2.69	0	0.292532
39899	8545	2	0	4	3	2	5	0	2	2013	8	31	6	9.75	10	0	0	2	4840	1.305	0.450833333	0.133611111	0	0.356944444	0.083333333	1	0.213055556	0	0.75	0	0.0873533
37966	8105	0	0	1	3	6	1	1	2	2013	8	4	7	12.75	56	0	0	0	1082	0.268888889	0.068055556	0.055	0	0.078055556	0	0	0.086388889	1.5	0.2	0	0.678457
21452	4570	0	3	4	5	1	1	0	1	2012	12	15	6	14	52	0	1	2	3745	0.928888889	0.319166667	0.246388889	0	0.256944444	0	0	0.255833333	0	0.81	0	0.439739
16125	3407	0	2	1	5	1	1	1	1	2012	10	10	3	13.25	58	0	1	2	584	0.138055556	0.039722222	0.055833333	0	0.061944444	0	0	0.032222222	1.5	0.09	0	0.517241
61877	13266	0	0	4	3	2	1	1	3	2014	6	28	6	20	53	1	1	2	3589	0.920555556	0.258611111	0.303888889	0.083333333	0	0	0	0.142222222	1.5	0.49	0	0.0722656
76645	16581	0	1	3	5	6	1	1	3	2015	1	9	5	11.5	29	1	0	0	6929	1.604166667	0.630277778	0.0875	0.066666667	0.388333333	0.15	1	0.456944444	3.9	1.08	0	0.866869
46178	9866	0	1	3	1	6	1	1	2	2013	11	15	5	17	36	0	0	0	20706	4.698611111	1.7175	0.137777778	0.816666667	0.146111111	0.216666667	2	1.228611111	6.2	3.56	10.5	0.66629
13339	2836	2	1	4	3	6	1	1	1	2012	9	8	6	0.5	24	1	0	0	9925	2.272222222	0.745	0.058333333	0	0.766666667	0.183333333	1	0.641666667	3	1.68	0	0.682684
6541	1343	0	1	4	2	2	1	1	1	2012	6	21	4	9.05	35	1	1	1	5007	1.179444444	0.353055556	0.176388889	0	0.414722222	0.15	1	0.273611111	3	0.72	0	0.446701
57151	12265	1	0	3	4	6	1	1	3	2014	5	5	1	6	27	0	0	0	17354	3.86	1.216944444	0.069444444	0	0.867777778	0.287777778	2	0.765833333	4.5	2.43	0	0.458469
11645	2457	0	3	2	1	6	1	1	1	2012	8	16	4	22.25	27	0	1	0	10017	2.333333333	0.795555556	0.232777778	0.483333333	0	0.1	1	0.614444444	2.4	1.58	0	0.606691
26088	5626	0	2	4	3	1	5	0	1	2013	2	21	4	16.5	63	0	1	2	1643	0.447777778	0.131666667	0.162777778	0	0.128611111	0	0	0.111111111	0	0.32	0	0.325
77840	16861	0	1	3	1	6	1	1	3	2015	1	23	5	1	38	0	0	0	3190	0.698611111	0.2075	0.073611111	0	0.219166667	0	0	0.176666667	1.5	0.47	0	0.525157
10889	2295	1	1	3	1	2	5	0	1	2012	8	5	7	14	34	0	1	1	1358	0.310277778	0.1075	0.099444444	0.033333333	0	0	0	0.138611111	0	0.29	0	0.284569
25079	5408	3	2	2	3	1	3	0	1	2013	2	7	4	16.5	13	0	0	1	703	0.188055556	0.080833333	0.100833333	0	0.07	0	0	0.109444444	0	0.25	10.5	0.743655
8383	1732	0	3	3	3	6	4	1	1	2012	7	9	1	23	25	0	1	0	7751	1.7875	0.526388889	0.183333333	0	0.554166667	0	0	0.387222222	1.5	1.12	0	0.522238
9221	1924	2	0	1	2	6	5	0	1	2012	7	19	4	8.666666667	9	1	0	0	393	0.119444444	0.044166667	0.044722222	0	0.051388889	0	0	0.057222222	0	0.12	0	0.461165
78746	17068	2	1	4	2	1	3	0	3	2015	2	5	4	15	14	1	0	2	8149	2.013611111	0.620277778	0.2025	0	0.675555556	0.074444444	1	0.369444444	0	1.24	0	0.235338
49341	10534	1	2	4	3	2	1	1	2	2013	12	28	6	16.5	34	0	1	2	1540	0.441666667	0.16	0.105	0	0.208055556	0.063611111	1	0.11	3	0.27	0	0.0833333
50642	10832	2	0	4	3	2	3	0	2	2014	1	15	3	7	13	0	0	2	8946	2.283333333	0.723333333	0.187777778	0.266666667	0.2925	0.274166667	2	0.455277778	1.45	1.41	0	0.230018
20666	4388	1	1	3	2	1	1	1	1	2012	12	3	1	13.75	30	1	0	1	23194	5.176944444	1.771944444	0.104166667	0.766666667	0.046666667	0.3	3	1.088055556	4.3	3.59	10.5	0.614756
56338	12093	1	1	4	4	3	1	1	3	2014	4	24	4	12	49	1	1	2	2218	0.589722222	0.197777778	0.0875	0	0.278055556	0	0	0.226944444	1.5	0.53	0	0.523868
16010	3383	1	1	4	4	1	1	1	1	2012	10	9	2	16	20	0	1	2	1962	0.490833333	0.1825	0.241666667	0	0.145	0	0	0.146388889	1.5	0.4	0	0.235294
66470	14331	1	3	4	3	1	1	1	3	2014	8	28	4	14.33333333	36	0	1	1	1524	0.376388889	0.120277778	0.181944444	0	0.065833333	0	0	0.095277778	1.5	0.27	0	0.137026
19159	4052	0	7	1	5	6	1	1	1	2012	11	13	2	18.08333333	44	1	1	2	970	0.243611111	0.088055556	0.065833333	0	0.068888889	0	0	0.060833333	1.5	0.18	0	0.242009
73777	15980	1	0	4	4	6	1	1	3	2014	11	27	4	6.5	24	0	1	0	13983	3.392222222	1.048055556	0.283611111	0.433333333	0	0.133333333	1	0.855277778	6.1	2.63	0	0.555375
79556	17251	2	2	3	3	1	1	1	3	2015	2	19	4	14.5	42	1	1	2	1361	0.326944444	0.093055556	0.108611111	0	0.077222222	0	0	0.184166667	1.5	0.48	0	0.0211161
34708	7434	0	0	1	3	2	5	0	2	2013	6	30	7	10	66	0	1	2	1042	0.241666667	0.0775	0.109722222	0	0.065833333	0	0	0.081388889	0	0.17	0	0.116041
36954	7885	1	4	4	3	1	1	1	2	2013	7	24	3	18.83333333	43	0	1	1	3191	0.847222222	0.2475	0.121666667	0	0.27	0	0	0.191944444	1.5	0.6	0	0.33864
62758	13485	1	0	3	3	6	1	1	3	2014	7	8	2	17	42	0	0	0	1560	0.411111111	0.126944444	0.167222222	0	0.189166667	0	0	0.150833333	1.5	0.34	0	0.239411
67937	14679	3	1	1	2	6	5	0	3	2014	9	18	4	15.66666667	5	0	0	0	1459	0.396666667	0.118055556	0.194166667	0	0.130277778	0	0	0.121388889	0	0.28	0	0.153318
21238	4515	0	8	4	1	1	5	0	1	2012	12	11	2	21.03333333	59	0	1	1	4629	1.115	0.3775	0.136388889	0	0.406666667	0	0	0.352222222	0	0.9	0	0.484227
14765	3136	2	1	3	2	6	3	0	1	2012	9	26	3	16	14	1	0	0	1725	0.467222222	0.139722222	0.201666667	0	0.116666667	0	0	0.158888889	0	0.35	0	0.31993
78193	16936	0	1	4	3	6	5	0	3	2015	1	27	2	12.66666667	91	0	0	0	780	0.19	0.081944444	0.109444444	0	0.033333333	0	0	0.058888889	0	0.13	0	0.25
25239	5441	2	0	3	3	6	5	0	1	2013	2	9	6	14	28	0	0	0	3816	0.927222222	0.350555556	0.188333333	0.15	0	0	0	0.243888889	0	0.65	0	0.403189
74430	16106	1	0	3	1	1	1	1	3	2014	12	4	4	11	46	0	1	1	18517	4.293888889	1.244166667	0.140555556	0.316666667	0.455	0.378333333	2	0.888888889	6.9	3.07	10.5	0.557813
